,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,outlier_check
965,0.34,0.4,2.4,0.065,24.0,48.0,3.34,0.86,11.0,6,0
966,0.38,0.41,2.4,0.10300000000000001,6.0,10.0,3.13,0.58,11.9,7,0
967,0.66,0.2,2.1,0.09699999999999999,23.0,113.0,3.13,0.48,9.2,5,0
968,0.4,0.43,2.4,0.068,29.0,46.0,3.2,0.6,12.2,6,0
969,0.56,0.09,2.9,0.079,7.0,22.0,3.46,0.61,10.2,5,0
970,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9,6,0
971,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,10.9,6,0
972,0.38,0.5,2.4,0.10400000000000001,6.0,13.0,3.22,0.65,11.6,7,0
973,0.34,0.44,1.7,0.079,6.0,12.0,3.52,0.63,10.7,5,0
974,0.33,0.41,5.9,0.073,7.0,13.0,3.3,0.62,12.1,7,1
975,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4,5,0
976,0.41,0.3,2.1,0.083,35.0,72.0,3.44,0.52,9.4,5,0
977,0.59,0.29,2.6,0.109,31.0,119.0,3.15,0.5,9.1,5,0
978,0.4,0.32,3.6,0.061,9.0,29.0,3.28,0.49,11.3,7,0
979,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4,5,0
980,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5,6,0
981,0.86,0.26,1.9,0.079,13.0,28.0,3.25,0.62,10.0,5,0
982,0.52,0.32,2.1,0.07,51.0,70.0,3.34,0.82,12.9,6,1
983,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,10.5,6,0
984,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,10.4,5,0
985,0.58,0.0,2.0,0.064,7.0,11.0,3.45,0.58,11.3,6,0
986,0.34,0.39,1.4,0.066,3.0,7.0,3.19,0.55,11.4,7,0
987,0.36,0.3,1.6,0.08,35.0,70.0,3.44,0.5,9.4,5,0
988,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,3.16,0.49,9.4,5,0
989,0.295,0.4,1.5,0.073,14.0,21.0,3.14,0.51,10.9,6,0
990,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,3.16,0.49,9.4,5,0
991,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,3.45,0.48,9.4,5,0
992,0.4,0.1,2.0,0.076,30.0,47.0,3.36,0.48,9.4,6,0
993,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,3.45,0.48,9.4,5,0
994,0.35,0.45,2.5,0.092,20.0,88.0,3.15,0.43,9.4,5,0
995,0.6,0.06,2.0,0.079,19.0,41.0,3.39,0.62,10.1,6,0
996,0.66,0.0,2.2,0.087,3.0,11.0,3.71,0.63,12.8,7,1
997,0.66,0.0,2.2,0.087,3.0,11.0,3.71,0.63,12.8,7,1
998,0.84,0.34,1.4,0.05,4.0,10.0,3.12,0.48,9.1,6,0
999,0.69,0.0,1.65,0.055,7.0,12.0,3.47,0.53,12.9,6,0
1000,0.43,0.3,2.2,0.062,6.0,12.0,3.44,0.72,11.5,7,0
1001,0.35,0.38,1.5,0.057999999999999996,31.0,47.0,3.26,0.82,10.6,7,0
1002,0.29,0.33,2.05,0.063,13.0,27.0,3.26,0.84,11.7,7,0
1003,0.36,0.32,1.8,0.067,4.0,8.0,3.36,0.55,12.8,7,0
1004,0.43,0.29,1.6,0.081,27.0,45.0,3.25,0.54,10.3,5,0
1005,0.36,0.32,1.8,0.067,4.0,8.0,3.36,0.55,12.8,7,0
1006,0.29,0.33,2.05,0.063,13.0,27.0,3.26,0.84,11.7,7,0
1007,0.3,0.34,2.0,0.064,12.0,25.0,3.26,0.84,11.7,7,0
1008,0.35,0.4,3.6,0.11,12.0,24.0,3.23,0.7,12.0,7,0
1009,0.5,0.36,2.8,0.11599999999999999,26.0,55.0,3.18,0.68,10.9,5,0
1010,0.28,0.45,1.7,0.067,7.0,12.0,3.25,0.55,12.3,7,0
1011,0.32,0.31,2.0,0.08800000000000001,12.0,19.0,3.17,0.55,10.4,6,0
1012,1.005,0.15,2.1,0.102,11.0,32.0,3.23,0.48,10.0,5,0
1013,0.71,0.0,1.6,0.092,22.0,31.0,3.38,0.58,10.0,6,0
1014,0.58,0.16,2.0,0.12,3.0,7.0,3.22,0.58,11.2,6,0
1015,0.39,0.46,2.2,0.075,14.0,27.0,3.06,0.84,11.4,6,0
1016,0.38,0.4,2.2,0.068,12.0,28.0,3.27,0.75,12.6,7,0
1017,0.18,0.37,0.9,0.049,36.0,109.0,2.89,0.44,12.7,6,1
1018,0.18,0.37,0.9,0.049,36.0,109.0,2.89,0.44,12.7,6,1
1019,0.5,0.14,1.8,0.078,10.0,23.0,3.53,0.61,10.4,5,0
1020,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,3.2,0.53,11.9,6,1
1021,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,3.2,0.53,11.9,6,1
1022,0.51,0.09,2.1,0.062,4.0,9.0,3.35,0.54,10.5,5,0
1023,0.32,0.42,2.3,0.098,3.0,9.0,3.27,0.55,12.3,6,0
1024,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,3.32,0.56,10.5,7,0
1025,0.83,0.0,2.8,0.095,17.0,43.0,3.33,0.6,10.4,6,0
1026,0.31,0.32,1.9,0.066,14.0,36.0,3.41,0.56,12.6,6,0
1027,0.795,0.0,2.2,0.065,28.0,52.0,3.49,0.52,11.6,5,0
1028,0.34,0.21,2.5,0.075,41.0,68.0,3.37,0.54,10.1,6,0
1029,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,3.32,0.56,10.5,7,0
1030,0.59,0.0,2.1,0.091,9.0,14.0,3.42,0.55,11.5,7,0
1031,0.55,0.01,1.8,0.09300000000000001,9.0,15.0,3.35,0.58,11.0,7,0
1032,0.82,0.0,4.1,0.095,5.0,14.0,3.36,0.53,9.6,5,1
1033,0.57,0.08,2.6,0.08900000000000001,14.0,27.0,3.3,0.59,10.4,6,0
1034,0.745,0.18,2.5,0.077,15.0,48.0,3.2,0.47,9.7,6,0
1035,0.37,0.34,2.4,0.085,5.0,17.0,3.17,0.65,10.6,7,0
1036,0.31,0.34,2.5,0.08199999999999999,26.0,35.0,3.22,0.59,12.5,7,0
1037,0.91,0.1,1.8,0.07400000000000001,20.0,56.0,3.35,0.56,9.2,5,0
1038,0.41,0.41,6.2,0.078,25.0,42.0,3.24,0.77,12.6,7,1
1039,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,3.33,0.83,11.1,6,0
1040,0.965,0.0,2.2,0.08800000000000001,16.0,32.0,3.58,0.67,10.2,5,0
1041,0.49,0.19,1.7,0.079,13.0,26.0,3.38,0.64,9.8,6,0
1042,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,3.33,0.83,11.1,6,0
1043,0.39,0.41,8.9,0.069,18.0,39.0,3.29,0.81,10.9,7,1
1044,0.39,0.33,3.3,0.046,12.0,53.0,3.36,0.62,12.2,6,0
1045,0.44,0.0,1.4,0.07,32.0,38.0,3.32,0.58,11.4,6,0
1046,0.78,0.0,1.7,0.076,33.0,45.0,3.31,0.62,10.7,6,0
1047,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,3.49,0.64,10.4,5,0
1048,0.49,0.36,1.7,0.081,3.0,14.0,3.27,0.78,10.9,6,0
1049,0.5,0.36,1.8,0.084,6.0,17.0,3.27,0.77,10.8,6,0
1050,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,3.49,0.64,10.4,5,0
1051,0.46,0.59,1.4,0.414,16.0,45.0,3.03,1.34,9.2,5,2
1052,0.605,0.05,2.4,0.073,19.0,25.0,3.56,0.55,12.9,5,0
1053,0.33,0.42,2.3,0.07,9.0,20.0,3.38,0.77,12.7,7,0
1054,0.64,0.27,2.0,0.095,5.0,77.0,3.13,0.62,9.1,6,0
1055,0.64,0.27,2.0,0.095,5.0,77.0,3.13,0.62,9.1,6,0
1056,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,3.21,0.59,12.1,7,1
1057,0.42,0.25,3.9,0.10400000000000001,28.0,90.0,3.15,0.57,9.1,5,1
1058,0.53,0.57,2.4,0.09300000000000001,30.0,52.0,3.19,0.76,11.6,7,0
1059,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,3.21,0.59,12.1,7,1
1060,0.23,0.57,1.8,0.07400000000000001,3.0,8.0,3.14,0.7,9.9,6,0
1061,0.4,0.5,1.8,0.071,7.0,16.0,3.21,0.69,12.5,8,1
1062,0.38,0.44,1.9,0.098,6.0,15.0,3.3,0.64,11.4,6,0
1063,0.29,0.65,2.4,0.075,6.0,17.0,3.22,0.63,11.8,6,0
1064,0.74,0.09,2.0,0.067,5.0,10.0,3.28,0.57,11.8,6,0
1065,0.61,0.18,2.4,0.083,6.0,20.0,3.29,0.6,10.2,6,0
1066,0.52,0.08,2.4,0.07,13.0,26.0,3.4,0.72,12.5,7,0
1067,0.31,0.53,2.2,0.06,3.0,10.0,3.02,0.83,10.9,7,0
1068,0.31,0.53,2.2,0.06,3.0,10.0,3.02,0.83,10.9,7,0
1069,0.62,0.35,2.8,0.086,28.0,52.0,3.31,0.62,10.8,5,0
1070,0.33,0.45,1.5,0.057,19.0,37.0,3.18,0.89,11.1,7,0
1071,0.77,0.2,8.1,0.098,30.0,92.0,3.2,0.58,9.2,5,1
1072,0.35,0.26,1.8,0.083,33.0,75.0,3.4,0.58,9.5,6,0
1073,0.62,0.33,2.7,0.08800000000000001,16.0,37.0,3.31,0.58,10.7,6,0
1074,0.77,0.2,8.1,0.098,30.0,92.0,3.2,0.58,9.2,5,1
1075,0.25,0.34,2.0,0.071,45.0,67.0,3.44,0.86,10.2,7,1
1076,0.32,0.56,2.0,0.073,3.0,8.0,3.15,0.73,11.4,6,0
1077,0.37,0.65,6.4,0.08,3.0,8.0,3.27,0.58,11.0,5,1
1078,0.37,0.65,6.4,0.08,3.0,8.0,3.27,0.58,11.0,5,1
1079,0.3,0.68,8.3,0.05,37.5,278.0,3.01,0.51,12.3,7,2
1080,0.27,0.56,1.4,0.047,3.0,8.0,3.16,0.51,11.8,6,0
1081,0.3,0.68,8.3,0.05,37.5,289.0,3.01,0.51,12.3,7,2
1082,0.38,0.3,1.8,0.073,31.0,70.0,3.42,0.59,9.5,6,0
1083,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,3.33,0.77,12.0,6,0
1084,0.38,0.3,1.8,0.073,31.0,70.0,3.42,0.59,9.5,6,0
1085,0.48,0.08,1.8,0.07400000000000001,40.0,64.0,3.12,0.49,9.6,5,0
1086,0.34,0.4,4.7,0.055,3.0,9.0,3.38,0.66,11.6,7,1
1087,0.19,0.42,1.6,0.057,18.0,30.0,3.29,0.69,11.2,6,0
1088,0.41,0.54,1.5,0.095,22.0,41.0,3.02,0.76,9.9,7,0
1089,0.41,0.54,1.5,0.095,22.0,41.0,3.02,0.76,9.9,7,0
1090,0.26,0.54,1.9,0.083,42.0,74.0,2.98,0.63,11.8,8,1
1091,0.34,0.42,2.0,0.086,8.0,19.0,3.35,0.6,11.4,6,0
1092,0.54,0.09,2.0,0.081,10.0,16.0,3.43,0.59,11.5,6,0
1093,0.31,0.36,2.2,0.079,11.0,31.0,3.33,0.86,12.0,7,0
1094,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,3.35,0.49,10.8,6,1
1095,0.4,0.47,2.5,0.087,6.0,20.0,3.15,0.5,10.5,5,0
1096,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,3.35,0.49,10.8,6,1
1097,0.52,0.38,1.5,0.096,5.0,18.0,3.2,0.52,9.4,5,0
1098,0.31,0.45,2.1,0.21600000000000003,5.0,16.0,3.15,0.81,12.5,7,1
1099,0.52,0.38,1.5,0.096,5.0,18.0,3.2,0.52,9.4,5,0
1100,0.34,0.42,2.1,0.07200000000000001,23.0,36.0,3.11,0.78,12.4,6,0
1101,0.49,0.27,2.1,0.071,14.0,25.0,3.35,0.63,12.0,6,0
1102,0.48,0.09,1.7,0.078,18.0,30.0,3.45,0.54,11.2,6,0
1103,0.49,0.27,2.1,0.071,14.0,25.0,3.35,0.63,12.0,6,0
1104,0.48,0.34,2.2,0.073,16.0,25.0,3.28,0.66,12.4,6,0
1105,0.57,0.28,2.1,0.048,13.0,49.0,3.41,0.6,12.8,5,0
1106,0.23,0.42,1.9,0.069,9.0,17.0,3.21,0.54,12.3,6,0
1107,0.3,0.41,2.0,0.068,10.0,24.0,3.27,0.85,11.7,7,0
1108,0.78,0.1,3.3,0.09,4.0,13.0,3.36,0.49,9.5,5,0
1109,0.47,0.43,2.1,0.171,27.0,66.0,3.17,0.76,10.8,6,1
1110,0.53,0.0,1.4,0.07,6.0,14.0,3.25,0.64,10.0,6,0
1111,0.42,0.27,2.0,0.092,23.0,55.0,3.78,0.64,12.3,7,1
1112,0.33,0.41,1.5,0.055999999999999994,6.0,35.0,3.29,0.71,11.0,6,0
1113,0.24,0.39,1.6,0.07400000000000001,3.0,10.0,3.12,0.59,9.5,6,0
1114,0.4,0.5,4.3,0.046,29.0,80.0,3.49,0.66,13.6,6,2
1115,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,11.3,6,0
1116,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,11.3,6,0
1117,0.69,0.07,2.5,0.091,15.0,21.0,3.38,0.6,11.3,6,0
1118,0.39,0.12,2.1,0.065,14.0,24.0,3.3,0.53,13.3,6,0
1119,0.66,0.0,2.5,0.066,7.0,15.0,3.52,0.58,12.9,5,0
1120,0.54,0.34,2.5,0.076,8.0,17.0,3.2,0.72,13.1,8,1
1121,0.5,0.0,1.8,0.062,21.0,28.0,3.44,0.55,12.3,6,0
1122,0.47,0.0,1.4,0.055,27.0,33.0,3.45,0.48,12.3,6,0
1123,0.4,0.37,1.9,0.081,17.0,29.0,3.12,0.65,11.2,6,0
1124,0.58,0.0,2.2,0.096,3.0,13.0,3.62,0.62,11.5,4,0
1125,0.24,0.35,1.7,0.055,13.0,27.0,3.14,0.59,11.3,7,0
1126,0.29,0.26,1.7,0.063,3.0,11.0,3.39,0.54,13.5,6,0
1127,0.76,0.0,2.9,0.07200000000000001,26.0,52.0,3.51,0.6,11.5,6,0
1128,0.43,0.33,2.7,0.095,28.0,89.0,3.22,0.68,10.0,5,0
1129,0.43,0.35,3.3,0.092,24.0,70.0,3.21,0.69,10.5,6,0
1130,0.6,0.0,1.9,0.057999999999999996,5.0,10.0,3.18,0.63,10.4,6,0
1131,0.19,0.21,1.7,0.045,57.0,135.0,3.32,0.44,9.5,5,2
1132,0.36,0.34,1.8,0.075,18.0,38.0,3.38,0.88,13.6,7,1
1133,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,3.37,0.68,11.2,7,1
1134,0.28,0.35,1.7,0.061,6.0,15.0,3.3,0.74,11.8,7,0
1135,0.25,0.43,1.7,0.067,22.0,50.0,3.38,0.6,11.9,6,0
1136,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,11.4,6,0
1137,0.52,0.45,2.0,0.08,6.0,13.0,3.22,0.76,11.4,6,0
1138,0.41,0.15,3.7,0.10400000000000001,29.0,94.0,3.14,0.58,9.1,5,1
1139,0.51,0.24,2.0,0.079,16.0,86.0,3.34,0.64,9.5,6,0
1140,0.4,0.3,1.7,0.08,33.0,79.0,3.41,0.65,9.5,6,0
1141,0.38,0.32,2.5,0.08,24.0,71.0,3.27,0.85,11.0,6,0
1142,0.45,0.11,2.4,0.043,6.0,12.0,3.3,0.65,11.4,6,0
1143,0.22,0.3,1.8,0.065,16.0,20.0,3.61,0.82,10.0,6,0
1144,0.32,0.23,2.3,0.066,35.0,70.0,3.43,0.62,10.1,5,0
1145,0.2,0.43,2.5,0.076,31.0,51.0,3.53,0.81,10.4,6,0
1146,0.5,0.12,1.8,0.17800000000000002,6.0,21.0,3.28,0.87,9.8,6,1
1147,0.41,0.45,6.2,0.071,6.0,14.0,3.21,0.49,11.8,7,1
1148,0.39,0.42,2.0,0.086,9.0,21.0,3.39,0.66,11.6,6,0
1149,0.35,0.47,2.0,0.061,6.0,11.0,3.23,0.52,12.0,6,0
1150,0.33,0.32,2.8,0.067,4.0,12.0,3.3,0.76,12.8,7,0
1151,0.58,0.23,2.5,0.044000000000000004,16.0,70.0,3.46,0.65,12.5,6,0
1152,0.6,0.25,2.2,0.11800000000000001,9.0,38.0,3.15,0.53,9.8,5,0
1153,0.42,0.35,2.1,0.083,17.0,38.0,3.23,0.66,11.1,6,0
1154,0.58,0.0,2.2,0.1,50.0,63.0,3.59,0.68,11.4,6,1
1155,0.6,0.25,2.2,0.11800000000000001,9.0,38.0,3.15,0.53,9.8,5,0
1156,0.18,0.51,1.75,0.071,45.0,88.0,3.33,0.76,11.8,7,1
1157,0.51,0.18,2.1,0.042,16.0,101.0,3.46,0.87,12.9,7,0
1158,0.41,0.43,2.8,0.076,22.0,54.0,3.42,1.16,10.6,6,1
1159,0.41,0.43,2.2,0.11,11.0,37.0,3.16,0.67,10.8,5,0
1160,0.36,0.57,2.3,0.087,6.0,20.0,3.14,0.72,11.1,7,0
1161,0.45,0.43,1.4,0.076,12.0,21.0,3.21,0.75,10.2,6,0
1162,0.32,0.42,2.3,0.075,12.0,19.0,3.14,0.71,11.8,7,0
1163,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0,5,0
1164,0.785,0.24,1.7,0.078,10.0,21.0,3.29,0.67,10.0,5,0
1165,0.44,0.5,1.9,0.369,15.0,38.0,3.01,1.1,9.4,5,2
1166,0.54,0.26,2.0,0.111,7.0,60.0,2.94,0.98,10.2,5,0
1167,0.33,0.39,2.5,0.07400000000000001,29.0,48.0,3.32,0.88,12.4,7,0
1168,0.34,0.27,2.8,0.067,8.0,44.0,3.21,0.56,12.0,6,0
1169,0.5,0.29,2.3,0.086,5.0,14.0,3.32,0.62,11.5,6,0
1170,0.36,0.34,1.6,0.062,5.0,12.0,3.2,0.67,10.5,6,0
1171,0.59,0.0,2.2,0.078,26.0,44.0,3.42,0.68,10.8,6,0
1172,0.42,0.46,2.1,0.07400000000000001,5.0,16.0,3.27,0.74,12.3,6,0
1173,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5,6,0
1174,0.36,0.31,1.7,0.079,26.0,65.0,3.46,0.62,9.5,6,0
1175,0.61,0.0,2.2,0.095,48.0,59.0,3.61,0.7,11.5,6,1
1176,0.88,0.03,5.6,0.079,23.0,47.0,3.58,0.5,11.2,4,1
1177,0.66,0.0,2.4,0.052000000000000005,6.0,11.0,3.35,0.66,12.7,7,0
1178,0.915,0.0,2.1,0.040999999999999995,17.0,78.0,3.68,0.73,11.4,5,0
1179,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0,6,0
1180,0.35,0.33,2.4,0.076,11.0,47.0,3.27,0.81,11.0,6,0
1181,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,11.4,5,0
1182,0.4,0.4,2.5,0.068,41.0,54.0,3.38,0.86,10.5,6,0
1183,0.66,0.07,1.6,0.07,16.0,61.0,3.29,0.6,9.3,5,0
1184,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9,5,0
1185,0.43,0.3,2.0,0.085,6.0,39.0,3.33,0.46,11.9,6,0
1186,0.8,0.03,7.8,0.079,6.0,12.0,3.52,0.5,12.2,5,1
1187,0.43,0.3,2.0,0.085,6.0,39.0,3.33,0.46,11.9,6,0
1188,0.64,0.23,2.1,0.08,11.0,119.0,3.36,0.7,10.9,5,0
1189,0.955,0.05,1.8,0.075,5.0,19.0,3.3,0.44,9.6,4,0
1190,0.4,0.57,4.6,0.08,6.0,20.0,3.28,0.57,12.5,6,1
1191,0.885,0.0,2.3,0.166,6.0,12.0,3.56,0.51,10.8,5,1
1192,0.25,0.37,2.5,0.063,11.0,41.0,3.52,0.8,12.4,7,0
1193,0.885,0.0,2.3,0.166,6.0,12.0,3.56,0.51,10.8,5,1
1194,0.745,0.12,1.8,0.114,15.0,64.0,3.22,0.59,9.5,6,0
1195,0.43,0.22,1.8,0.078,21.0,56.0,3.52,0.6,9.5,6,0
1196,0.58,0.23,2.3,0.076,23.0,94.0,3.21,0.58,9.5,6,0
1197,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8,6,0
1198,0.26,0.26,2.0,0.052000000000000005,19.0,77.0,3.15,0.79,10.9,6,0
1199,0.58,0.23,2.3,0.076,23.0,94.0,3.21,0.58,9.5,6,0
1200,0.57,0.21,1.5,0.069,4.0,9.0,3.16,0.54,9.8,6,0
1201,0.34,0.36,1.9,0.065,5.0,10.0,3.27,0.54,11.2,7,0
1202,0.42,0.39,1.8,0.068,6.0,12.0,3.35,0.69,11.7,8,1
1203,0.74,0.19,5.8,0.111,33.0,76.0,3.14,0.55,9.4,5,1
1204,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0,7,0
1205,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0,7,0
1206,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0,7,0
1207,0.72,0.55,1.7,0.136,24.0,52.0,3.35,0.94,10.0,5,1
1208,0.36,0.46,2.1,0.07400000000000001,24.0,44.0,3.4,0.85,11.0,7,0
1209,0.39,0.43,2.0,0.071,14.0,24.0,3.45,0.87,11.2,7,0
1210,0.65,0.02,2.1,0.078,8.0,15.0,3.35,0.62,10.4,6,0
1211,0.44,0.15,2.1,0.076,22.0,53.0,3.32,0.62,9.3,5,0
1212,0.65,0.02,2.1,0.078,8.0,15.0,3.35,0.62,10.4,6,0
1213,0.38,0.42,1.9,0.071,5.0,13.0,3.15,0.75,10.5,6,0
1214,0.33,0.46,1.9,0.081,6.0,9.0,3.1,0.48,10.4,6,0
1215,0.27,0.46,2.1,0.095,20.0,29.0,3.26,0.56,11.3,6,0
1216,0.57,0.31,2.0,0.079,10.0,79.0,3.29,0.69,9.5,6,0
1217,0.34,0.37,1.9,0.057,43.0,74.0,3.23,0.81,12.0,6,1
1218,0.4,0.31,1.9,0.08199999999999999,8.0,24.0,3.24,0.69,10.6,6,0
1219,0.39,0.4,1.3,0.044000000000000004,25.0,50.0,3.2,0.83,10.9,6,0
1220,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5,6,1
1221,0.32,0.52,1.8,0.132,17.0,44.0,3.28,0.77,11.5,6,1
1222,0.53,0.22,2.2,0.078,33.0,89.0,3.26,0.46,9.6,6,0
1223,0.36,0.47,2.2,0.07400000000000001,9.0,23.0,3.23,0.76,12.0,6,0
1224,0.39,0.49,2.5,0.08,8.0,20.0,3.07,0.82,10.3,6,0
1225,0.46,0.23,2.6,0.091,18.0,77.0,3.15,0.51,9.4,5,0
1226,0.58,0.03,4.1,0.08,27.0,46.0,3.02,0.47,9.2,5,1
1227,0.58,0.25,2.0,0.10400000000000001,8.0,21.0,3.27,0.72,9.6,5,0
1228,0.42,0.0,1.8,0.044000000000000004,18.0,88.0,3.68,0.73,13.6,7,1
1229,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,9.5,5,0
1230,0.18,0.34,2.7,0.066,15.0,58.0,3.37,0.78,11.8,6,0
1231,0.815,0.01,2.6,0.07400000000000001,48.0,90.0,3.38,0.62,10.8,5,1
1232,0.43,0.29,2.1,0.075,19.0,66.0,3.4,0.64,9.5,5,0
1233,0.23,0.37,2.2,0.057,14.0,36.0,3.23,0.49,9.3,4,0
1234,0.75,0.01,2.2,0.059000000000000004,11.0,18.0,3.39,0.4,12.8,6,0
1235,0.33,0.32,12.9,0.054000000000000006,6.0,113.0,3.3,0.56,11.5,4,1
1236,0.55,0.0,1.7,0.07,7.0,17.0,3.26,0.64,9.4,6,0
1237,0.75,0.01,2.2,0.059000000000000004,11.0,18.0,3.39,0.4,12.8,6,0
1238,0.73,0.0,2.5,0.081,12.0,24.0,3.38,0.46,9.6,4,0
1239,0.67,0.0,4.3,0.057,11.0,20.0,3.45,0.56,11.8,4,1
1240,0.61,0.2,1.7,0.076,36.0,60.0,3.1,0.4,9.3,5,0
1241,0.37,0.39,2.5,0.079,28.0,65.0,3.16,0.59,9.8,5,0
1242,0.4,0.41,2.0,0.057999999999999996,15.0,40.0,3.22,0.6,12.2,6,0
1243,0.56,0.22,2.4,0.08199999999999999,10.0,86.0,3.37,0.62,9.5,5,0
1244,0.29,0.25,13.4,0.067,72.0,160.0,3.33,0.54,10.3,6,3
1245,0.55,0.19,1.8,0.08199999999999999,15.0,34.0,3.49,0.68,10.5,5,0
1246,0.74,0.07,1.7,0.086,15.0,48.0,3.12,0.48,10.0,5,0
1247,0.55,0.19,1.8,0.08199999999999999,15.0,34.0,3.49,0.68,10.5,5,0
1248,0.41,0.33,2.2,0.081,22.0,36.0,3.41,0.75,11.1,6,0
1249,0.6,0.01,2.3,0.079,24.0,37.0,3.4,0.61,10.9,6,0
1250,0.6,0.01,2.3,0.079,24.0,37.0,3.4,0.61,10.9,6,0
1251,0.58,0.14,2.2,0.077,27.0,60.0,3.28,0.59,9.8,5,0
1252,0.72,0.0,1.8,0.12300000000000001,6.0,14.0,3.45,0.58,9.8,5,1
1253,0.66,0.0,1.4,0.096,6.0,13.0,3.43,0.58,9.5,5,0
1254,0.7,0.06,1.9,0.079,20.0,35.0,3.4,0.69,10.9,5,0
1255,0.64,0.02,2.4,0.069,26.0,46.0,3.47,0.45,11.0,5,0
1256,0.59,0.22,1.8,0.08199999999999999,43.0,60.0,3.1,0.42,9.2,5,1
1257,0.58,0.28,4.8,0.085,12.0,69.0,3.32,0.7,11.0,6,1
1258,0.64,0.0,2.7,0.12300000000000001,15.0,33.0,3.44,0.63,11.3,6,1
1259,0.64,0.0,2.7,0.12300000000000001,15.0,33.0,3.44,0.63,11.3,6,1
1260,0.635,0.68,1.8,0.40299999999999997,19.0,56.0,3.02,1.15,9.3,5,2
1261,1.02,0.0,2.0,0.083,17.0,24.0,3.59,0.55,11.2,4,0
1262,0.45,0.38,2.5,0.081,34.0,66.0,3.15,0.58,9.8,5,0
1263,0.78,0.0,2.2,0.08900000000000001,13.0,26.0,3.37,0.46,9.6,4,0
1264,0.37,0.32,1.8,0.066,26.0,51.0,3.38,0.72,11.8,6,0
1265,0.57,0.05,2.3,0.081,16.0,36.0,3.38,0.6,10.3,6,0
1266,0.57,0.05,2.3,0.081,16.0,36.0,3.38,0.6,10.3,6,0
1267,0.43,0.5,2.3,0.068,13.0,19.0,3.1,0.87,11.4,6,0
1268,0.41,0.31,2.0,0.079,21.0,51.0,3.47,0.55,9.5,6,0
1269,0.49,0.03,1.8,0.044000000000000004,28.0,87.0,3.5,0.82,14.0,8,2
1270,0.38,0.01,1.6,0.048,26.0,60.0,3.7,0.75,14.0,6,2
1271,0.44,0.2,1.6,0.049,24.0,64.0,3.38,0.57,11.7,6,0
1272,0.46,0.0,1.9,0.077,25.0,44.0,3.5,0.53,11.2,5,0
1273,0.58,0.2,2.0,0.073,34.0,44.0,3.1,0.43,9.3,5,0
1274,0.58,0.13,2.1,0.102,17.0,36.0,3.24,0.53,11.2,6,0
1275,0.715,0.22,2.3,0.075,13.0,81.0,3.24,0.54,9.5,6,0
1276,0.4,0.4,6.3,0.05,3.0,10.0,3.28,0.56,12.0,4,1
1277,0.69,0.0,1.9,0.114,3.0,10.0,3.35,0.6,9.7,6,0
1278,0.715,0.22,2.3,0.075,13.0,81.0,3.24,0.54,9.5,6,0
1279,0.3,0.39,1.7,0.062,3.0,9.0,3.14,0.57,11.5,7,0
1280,0.46,0.2,1.9,0.077,28.0,54.0,3.37,0.64,10.4,6,0
